time,static_pressure,total_pressure
6.1000,84651.8856,108643.3374
6.2000,84442.1187,108065.1103
6.3000,84234.1812,107492.5403
6.4000,84028.0640,106925.5884
6.5000,83823.7582,106364.2154
6.6000,83621.2549,105808.3829
6.7000,83420.5451,105258.0527
6.8000,83221.6203,104713.1871
6.9000,83024.4716,104173.7486
7.0000,82829.0906,103639.7002
7.1000,82635.4687,103111.0053
7.2000,82443.5974,102587.6277
7.3000,82253.4686,102069.5313
7.4000,82065.0738,101556.6809
7.5000,81878.4050,101049.0410
7.6000,81693.4539,100546.5771
7.7000,81510.2126,100049.2545
7.8000,81328.6732,99557.0393
7.9000,81148.8276,99069.8978
8.0000,80970.6683,98587.7965
8.1000,80794.1873,98110.7026
8.2000,80619.3772,97638.5831
8.3000,80446.2302,97171.4060
8.4000,80274.7390,96709.1392
8.5000,80104.8961,96251.7510
8.6000,79936.6941,95799.2102
8.7000,79770.1259,95351.4859
8.8000,79605.1841,94908.5473
8.9000,79441.8616,94470.3642
9.0000,79280.1515,94036.9067
9.1000,79120.0467,93608.1451
9.2000,78961.5404,93184.0501
9.3000,78804.6256,92764.5927
9.4000,78649.2957,92349.7443
9.5000,78495.5438,91939.4765
9.6000,78343.3635,91533.7613
9.7000,78192.7481,91132.5710
9.8000,78043.6912,90735.8783
9.9000,77896.1864,90343.6559
10.0000,77750.2273,89955.8773
10.1000,77605.8076,89572.5158
10.2000,77462.9211,89193.5454
10.3000,77321.5618,88818.9401
10.4000,77181.7234,88448.6745
10.5000,77043.4001,88082.7233
10.6000,76906.5858,87721.0615
10.7000,76771.2748,87363.6645
10.8000,76637.4611,87010.5079
10.9000,76505.1391,86661.5677
11.0000,76374.3032,86316.8200
11.1000,76244.9476,85976.2414
11.2000,76117.0668,85639.8087
11.3000,75990.6555,85307.4990
11.4000,75865.7081,84979.2897
11.5000,75742.2193,84655.1583
11.6000,75620.1839,84335.0829
11.7000,75499.5966,84019.0416
11.8000,75380.4523,83707.0130
11.9000,75262.7458,83398.9758
12.0000,75146.4722,83094.9091
12.1000,75031.6265,82794.7921
12.2000,74918.2038,82498.6045
12.3000,74806.1992,82206.3262
12.4000,74695.6080,81917.9372
12.5000,74586.4254,81633.4179
12.6000,74478.6468,81352.7491
12.7000,74372.2676,81075.9116
12.8000,74267.2833,80802.8866
12.9000,74163.6894,80533.6557
13.0000,74061.4815,80268.2004
13.1000,73960.6552,80006.5028
13.2000,73861.2062,79748.5451
13.3000,73763.1304,79494.3098
13.4000,73666.4235,79243.7795
13.5000,73571.0814,78996.9375
13.6000,73477.1001,78753.7667
13.7000,73384.4756,78514.2509
13.8000,73293.2040,78278.3736
13.9000,73203.2812,78046.1190
14.0000,73114.7037,77817.4712
14.1000,73027.4675,77592.4148
14.2000,72941.5691,77370.9345
14.3000,72857.0046,77153.0152
14.4000,72773.7706,76938.6422
14.5000,72691.8636,76727.8010
14.6000,72611.2800,76520.4773
14.7000,72532.0164,76316.6570
14.8000,72454.0695,76116.3263
14.9000,72377.4360,75919.4716
15.0000,72302.1126,75726.0796
15.1000,72228.0962,75536.1373
15.2000,72155.3835,75349.6316
15.3000,72083.9716,75166.5501
15.4000,72013.8574,74986.8803
15.5000,71945.0379,74810.6100
15.6000,71877.5102,74637.7274
15.7000,71811.2715,74468.2206
15.8000,71746.3190,74302.0783
15.9000,71682.6498,74139.2892
16.0000,71620.2615,73979.8422
16.1000,71559.1512,73823.7267
16.2000,71499.3164,73670.9319
16.3000,71440.7546,73521.4477
16.4000,71383.4633,73375.2638
16.5000,71327.4401,73232.3704
16.6000,71272.6826,73092.7578
16.7000,71219.1885,72956.4166
16.8000,71166.9556,72823.3376
16.9000,71115.9816,72693.5117
17.0000,71066.2644,72566.9302
17.1000,71017.8019,72443.5845
17.2000,70970.5921,72323.4664
17.3000,70924.6330,72206.5676
17.4000,70879.9225,72092.8802
17.5000,70836.4589,71982.3967
17.6000,70794.2403,71875.1095
17.7000,70753.2650,71771.0113
17.8000,70713.5311,71670.0952
17.9000,70675.0371,71572.3543
18.0000,70637.7812,71477.7821
18.1000,70601.7620,71386.3720
18.2000,70566.9779,71298.1180
18.3000,70533.4275,71213.0141
18.4000,70501.1093,71131.0546
18.5000,70470.0220,71052.2338
18.6000,70440.1642,70976.5466
18.7000,70411.5348,70903.9877
18.8000,70384.1324,70834.5522
18.9000,70357.9560,70768.2356
19.0000,70333.0045,70705.0333
19.1000,70309.2767,70644.9410
19.2000,70286.7718,70587.9547
19.3000,70265.4887,70534.0706
19.4000,70245.4266,70483.2849
19.5000,70226.5846,70435.5943
19.6000,70208.9618,70390.9956
19.7000,70192.5577,70349.4857
19.8000,70177.3715,70311.0618
19.9000,70163.4025,70275.7214
20.0000,70150.6502,70243.4621
20.1000,70139.1140,70214.2816
20.2000,70128.7934,70188.1780
20.3000,70119.6880,70165.1496
20.4000,70111.7975,70145.1948
20.5000,70105.1215,70128.3122
20.6000,70099.6596,70114.5008
20.7000,70095.4118,70103.7595
20.8000,70092.3777,70096.0877
20.9000,70090.5573,70091.4848
21.0000,70089.9505,70089.9505
21.1000,70090.1265,70090.1507
21.2000,70090.6543,70090.7511
21.3000,70091.5339,70091.7518
21.4000,70092.7655,70093.1527
21.5000,70094.3489,70094.9540
21.6000,70096.2843,70097.1556
21.7000,70098.5716,70099.7576
21.8000,70101.2109,70102.7600
21.9000,70104.2021,70106.1628
22.0000,70107.5455,70109.9661
22.1000,70111.2408,70114.1700
22.2000,70115.2884,70118.7745
22.3000,70119.6880,70123.7796
22.4000,70124.4399,70129.1854
22.5000,70129.5441,70134.9921
22.6000,70135.0007,70141.1996
22.7000,70140.8096,70147.8081
22.8000,70146.9711,70154.8177
22.9000,70153.4851,70162.2284
23.0000,70160.3517,70170.0403
23.1000,70167.5710,70178.2537
23.2000,70175.1432,70186.8685
23.3000,70183.0683,70195.8849
23.4000,70191.3463,70205.3030
23.5000,70199.9775,70215.1229
23.6000,70208.9618,70225.3449
23.7000,70218.2995,70235.9689
23.8000,70227.9906,70246.9953
23.9000,70238.0353,70258.4240
24.0000,70248.4336,70270.2553
24.1000,70259.1857,70282.4893
24.2000,70270.2918,70295.1263
24.3000,70281.7519,70308.1663
24.4000,70293.5662,70321.6095
24.5000,70305.7349,70335.4562
24.6000,70318.2580,70349.7065
24.7000,70331.1358,70364.3607
24.8000,70344.3685,70379.4188
24.9000,70357.9560,70394.8812
25.0000,70371.8987,70410.7480
25.1000,70386.1968,70427.0195
25.2000,70400.8503,70443.6958
25.3000,70415.8594,70460.7773
25.4000,70431.2244,70478.2641
25.5000,70446.9454,70496.1565
25.6000,70463.0226,70514.4547
25.7000,70479.4563,70533.1589
25.8000,70496.2465,70552.2695
25.9000,70513.3936,70571.7867
26.0000,70530.8977,70591.7108
26.1000,70548.7591,70612.0419
26.2000,70566.9779,70632.7805
26.3000,70585.5544,70653.9268
26.4000,70604.4889,70675.4811
26.5000,70623.7814,70697.4436
26.6000,70643.4324,70719.8148
26.7000,70663.4419,70742.5948
26.8000,70683.8103,70765.7840
26.9000,70704.5379,70789.3827
27.0000,70725.6248,70813.3912
27.1000,70747.0713,70837.8100
27.2000,70768.8777,70862.6392
27.3000,70791.0443,70887.8793
27.4000,70813.5712,70913.5305
27.5000,70836.4589,70939.5933
27.6000,70859.7076,70966.0680
27.7000,70883.3175,70992.9550
27.8000,70907.2890,71020.2545
27.9000,70931.6223,71047.9671
28.0000,70956.3177,71076.0931
28.1000,70981.3756,71104.6328
28.2000,71006.7963,71133.5867
28.3000,71032.5800,71162.9551
28.4000,71058.7270,71192.7385
28.5000,71085.2378,71222.9373
28.6000,71112.1126,71253.5518
28.7000,71139.3518,71284.5826
28.8000,71166.9556,71316.0300
28.9000,71194.9244,71347.8944
29.0000,71223.2586,71380.1763
29.1000,71251.9586,71412.8762
29.2000,71281.0245,71445.9944
29.3000,71310.4569,71479.5315
29.4000,71340.2561,71513.4879
29.5000,71370.4224,71547.8641
29.6000,71400.9562,71582.6605
29.7000,71431.8579,71617.8776
29.8000,71463.1279,71653.5159
29.9000,71494.7665,71689.5759
30.0000,71526.7741,71726.0581
30.1000,71559.1512,71762.9630
30.2000,71591.8981,71800.2910
30.3000,71625.0152,71838.0428
30.4000,71658.5029,71876.2188
30.5000,71692.3617,71914.8195
30.6000,71726.5919,71953.8456
30.7000,71761.1940,71993.2974
30.8000,71796.1684,72033.1756
30.9000,71831.5155,72073.4807
31.0000,71867.2358,72114.2133
31.1000,71903.3297,72155.3739
31.2000,71939.7976,72196.9630
31.3000,71976.6400,72238.9814
31.4000,72013.8574,72281.4294
31.5000,72051.4501,72324.3078
31.6000,72089.4187,72367.6171
31.7000,72127.7636,72411.3579
31.8000,72166.4853,72455.5308
31.9000,72205.5843,72500.1364
32.0000,72245.0610,72545.1754
32.1000,72284.9160,72590.6483
32.2000,72325.1497,72636.5557
32.3000,72365.7626,72682.8984
32.4000,72406.7552,72729.6769
32.5000,72448.1281,72776.8920
32.6000,72489.8816,72824.5441
32.7000,72532.0164,72872.6341
32.8000,72574.5330,72921.1625
32.9000,72617.4318,72970.1300
33.0000,72660.7135,73019.5374
33.1000,72704.3784,73069.3852
33.2000,72748.4273,73119.6742
33.3000,72792.8606,73170.4050
33.4000,72837.6788,73221.5785
33.5000,72882.8826,73273.1951
33.6000,72928.4724,73325.2558
33.7000,72974.4489,73377.7612
33.8000,73020.8125,73430.7120
33.9000,73067.5639,73484.1089
34.0000,73114.7037,73537.9528
34.1000,73162.2324,73592.2442
34.2000,73210.1506,73646.9841
34.3000,73258.4589,73702.1731
34.4000,73307.1578,73757.8120
34.5000,73356.2481,73813.9016
34.6000,73405.7303,73870.4426
34.7000,73455.6050,73927.4358
34.8000,73505.8728,73984.8821
34.9000,73556.5343,74042.7821
35.0000,73607.5902,74101.1368
35.1000,73659.0411,74159.9469
35.2000,73710.8876,74219.2132
35.3000,73763.1304,74278.9365
35.4000,73815.7701,74339.1178
35.5000,73868.8074,74399.7577
35.6000,73922.2428,74460.8572
35.7000,73976.0772,74522.4170
35.8000,74030.3111,74584.4381
35.9000,74084.9452,74646.9213
36.0000,74139.9801,74709.8675
36.1000,74195.4166,74773.2775
36.2000,74251.2554,74837.1522
36.3000,74307.4971,74901.4925
36.4000,74364.1425,74966.2994
36.5000,74421.1921,75031.5735
36.6000,74478.6468,75097.3160
36.7000,74536.5073,75163.5277
36.8000,74594.7742,75230.2095
36.9000,74653.4482,75297.3624
37.0000,74712.5302,75364.9872
37.1000,74772.0208,75433.0849
37.2000,74831.9208,75501.6565
37.3000,74892.2309,75570.7029
37.4000,74952.9518,75640.2251
37.5000,75014.0844,75710.2240
37.6000,75075.6293,75780.7006
37.7000,75137.5873,75851.6559
37.8000,75199.9592,75923.0909
37.9000,75262.7458,75995.0065
38.0000,75325.9479,76067.4038
38.1000,75389.5661,76140.2838
38.2000,75453.6014,76213.6474
38.3000,75518.0545,76287.4957
38.4000,75582.9261,76361.8297
38.5000,75648.2172,76436.6505
38.6000,75713.9285,76511.9591
38.7000,75780.0608,76587.7566
38.8000,75846.6150,76664.0439
38.9000,75913.5919,76740.8222
39.0000,75980.9922,76818.0926
39.1000,76048.8169,76895.8560
39.2000,76117.0668,76974.1136
39.3000,76185.7428,77052.8665
39.4000,76254.8456,77132.1158
39.5000,76324.3761,77211.8625
39.6000,76394.3353,77292.1078
39.7000,76464.7239,77372.8529
39.8000,76535.5429,77454.0988
39.9000,76606.7931,77535.8466
40.0000,76678.4754,77618.0975
40.1000,76750.5907,77700.8527
40.2000,76823.1399,77784.1133
40.3000,76896.1240,77867.8805
40.4000,76969.5437,77952.1554
40.5000,77043.4001,78036.9392
40.6000,77117.6940,78122.2331
40.7000,77192.4263,78208.0382
40.8000,77267.5981,78294.3559
40.9000,77343.2102,78381.1873
41.0000,77419.2636,78468.5335
41.1000,77495.7592,78556.3959
41.2000,77572.6979,78644.7756
41.3000,77650.0808,78733.6739
41.4000,77727.9088,78823.0921
41.5000,77806.1829,78913.0313
41.6000,77884.9040,79003.4929
41.7000,77964.0731,79094.4780
41.8000,78043.6912,79185.9881
41.9000,78123.7594,79278.0243
42.0000,78204.2785,79370.5879
42.1000,78285.2497,79463.6803
42.2000,78366.6738,79557.3027
42.3000,78448.5520,79651.4565
42.4000,78530.8853,79746.1430
42.5000,78613.6746,79841.3635
42.6000,78696.9211,79937.1193
42.7000,78780.6257,80033.4117
42.8000,78864.7895,80130.2423
42.9000,78949.4136,80227.6122
43.0000,79034.4990,80325.5228
43.1000,79120.0467,80423.9756
43.2000,79206.0580,80522.9719
43.3000,79292.5337,80622.5131
43.4000,79379.4750,80722.6006
43.5000,79466.8831,80823.2358
43.6000,79554.7589,80924.4201
43.7000,79643.1036,81026.1549
43.8000,79731.9183,81128.4417
43.9000,79821.2041,81231.2820
44.0000,79910.9621,81334.6770
44.1000,80001.1935,81438.6284
44.2000,80091.8993,81543.1375
44.3000,80183.0808,81648.2059
44.4000,80274.7390,81753.8350
44.5000,80366.8752,81860.0263
44.6000,80459.4904,81966.7813
44.7000,80552.5858,82074.1015
44.8000,80646.1626,82181.9885
44.9000,80740.2220,82290.4436
45.0000,80834.7651,82399.4685
45.1000,80929.7932,82509.0647
45.2000,81025.3074,82619.2338
45.3000,81121.3089,82729.9772
45.4000,81217.7990,82841.2967
45.5000,81314.7788,82953.1936
45.6000,81412.2496,83065.6696
45.7000,81510.2126,83178.7264
45.8000,81608.6690,83292.3654
45.9000,81707.6201,83406.5884
46.0000,81807.0671,83521.3968
46.1000,81907.0112,83636.7924
46.2000,82007.4538,83752.7767
46.3000,82108.3961,83869.3515
46.4000,82209.8393,83986.5182
46.5000,82311.7847,84104.2787
46.6000,82414.2336,84222.6346
46.7000,82517.1874,84341.5875
46.8000,82620.6473,84461.1392
46.9000,82724.6146,84581.2912
47.0000,82829.0906,84702.0454
47.1000,82934.0766,84823.4035
47.2000,83039.5740,84945.3670
47.3000,83145.5841,85067.9379
47.4000,83252.1083,85191.1178
47.5000,83359.1478,85314.9084
47.6000,83466.7040,85439.3116
47.7000,83574.7783,85564.3290
47.8000,83683.3721,85689.9625
47.9000,83792.4868,85816.2138
48.0000,83902.1236,85943.0848
48.1000,84012.2840,86070.5772
48.2000,84122.9694,86198.6928
48.3000,84234.1812,86327.4335
48.4000,84345.9208,86456.8011
48.5000,84458.1896,86586.7974
48.6000,84570.9890,86717.4243
48.7000,84684.3204,86848.6836
48.8000,84798.1854,86980.5772
48.9000,84912.5853,87113.1070
49.0000,85027.5216,87246.2749
49.1000,85142.9957,87380.0827
49.2000,85259.0092,87514.5324
49.3000,85375.5634,87649.6258
49.4000,85492.6598,87785.3649
49.5000,85610.3000,87921.7517
49.6000,85728.4855,88058.7881
49.7000,85847.2176,88196.4759
49.8000,85966.4980,88334.8173
49.9000,86086.3282,88473.8141
50.0000,86206.7096,88613.4684
50.1000,86327.6439,88753.7821
50.2000,86449.1325,88894.7573
50.3000,86571.1769,89036.3959
50.4000,86693.7789,89178.6999
50.5000,86816.9398,89321.6715
50.6000,86940.6612,89465.3127
50.7000,87064.9449,89609.6254
50.8000,87189.7922,89754.6118
50.9000,87315.2049,89900.2739
51.0000,87441.1844,90046.6138
51.1000,87567.7325,90193.6337
51.2000,87694.8507,90341.3356
51.3000,87822.5406,90489.7216
51.4000,87950.8039,90638.7938
51.5000,88079.6423,90788.5544
51.6000,88209.0572,90939.0056
51.7000,88339.0505,91090.1495
51.8000,88469.6237,91241.9882
51.9000,88600.7786,91394.5239
52.0000,88732.5167,91547.7588
52.1000,88864.8399,91701.6952
52.2000,88997.7497,91856.3351
52.3000,89131.2479,92011.6809
52.4000,89265.3361,92167.7348
52.5000,89400.0162,92324.4990
52.6000,89535.2898,92481.9757
52.7000,89671.1586,92640.1672
52.8000,89807.6243,92799.0759
52.9000,89944.6889,92958.7039
53.0000,90082.3538,93119.0536
53.1000,90220.6211,93280.1272
53.2000,90359.4923,93441.9271
53.3000,90498.9694,93604.4557
53.4000,90639.0540,93767.7152
53.5000,90779.7480,93931.7080
53.6000,90921.0531,94096.4364
53.7000,91062.9713,94261.9030
53.8000,91205.5043,94428.1099
53.9000,91348.6539,94595.0596
54.0000,91492.4220,94762.7545
54.1000,91636.8103,94931.1971
54.2000,91781.8209,95100.3898
54.3000,91927.4555,95270.3349
54.4000,92073.7160,95441.0350
54.5000,92220.6043,95612.4925
54.6000,92368.1223,95784.7100
54.7000,92516.2718,95957.6897
54.8000,92665.0549,96131.4344
54.9000,92814.4733,96305.9465
55.0000,92964.5290,96481.2284
55.1000,93115.2239,96657.2828
55.2000,93266.5600,96834.1122
55.3000,93418.5393,97011.7191
55.4000,93571.1636,97190.1061
55.5000,93724.4350,97369.2758
55.6000,93878.3554,97549.2308
55.7000,94032.9269,97729.9737
55.8000,94188.1513,97911.5070
55.9000,94344.0307,98093.8335
56.0000,94500.5672,98276.9558
56.1000,94657.7627,98460.8765
56.2000,94815.6192,98645.5983
56.3000,94974.1389,98831.1239
56.4000,95133.3237,99017.4559
56.5000,95293.1756,99204.5971
56.6000,95453.6969,99392.5501
56.7000,95614.8895,99581.3178
56.8000,95776.7556,99770.9028
56.9000,95939.2971,99961.3079
57.0000,96102.5163,100152.5358
57.1000,96266.4152,100344.5894
57.2000,96430.9959,100537.4714
57.3000,96596.2607,100731.1847
57.4000,96762.2115,100925.7320
57.5000,96928.8507,101121.1162
57.6000,97096.1802,101317.3401
57.7000,97264.2024,101514.4065
57.8000,97432.9193,101712.3185
57.9000,97602.3332,101911.0787
58.0000,97772.4463,102110.6901
58.1000,97943.2607,102311.1557
58.2000,98114.7787,102512.4783
58.3000,98287.0025,102714.6610
58.4000,98459.9343,102917.7065
58.5000,98633.5765,103121.6179
58.6000,98807.9311,103326.3982
58.7000,98983.0006,103532.0503
58.8000,99158.7872,103738.5773
58.9000,99335.2931,103945.9821
59.0000,99512.5207,104154.2678
59.1000,99690.4722,104363.4375
59.2000,99869.1501,104573.4941
59.3000,100048.5565,104784.4408
59.4000,100228.6939,104996.2807
59.5000,100409.5646,105209.0167
59.6000,100591.1709,105422.6521
59.7000,100773.5152,105637.1900
59.8000,100956.5999,105852.6335
59.9000,101140.4274,106068.9858
